"ID","Y"
237,0.46
238,0.348
239,0.29
240,0.268
241,0.348
242,0.262
243,0.396
244,0.398
245,0.338
246,0.39
247,0.512
248,0.312
249,0.258
250,0.358
251,0.468
252,0.31
253,0.188
254,0.474
255,0.328
256,0.512
257,0.314
258,0.398
259,0.268
260,0.354
261,0.352
262,0.436
263,0.358
264,0.312
265,0.328
266,0.378
267,0.444
268,0.206
269,0.26
270,0.438
271,0.626
272,0.296
273,0.388
274,0.39
275,0.458
276,0.382
277,0.402
278,0.258
279,0.312
280,0.27
281,0.496
282,0.466
283,0.396
284,0.184
285,0.332
286,0.256
287,0.168
288,0.352
289,0.394
290,0.496
291,0.414
292,0.582
293,0.252
294,0.398
295,0.31
296,0.412
297,0.352
298,0.278
299,0.274
300,0.422
301,0.388
302,0.46
303,0.442
304,0.424
305,0.48
306,0.27
307,0.418
308,0.292
309,0.266
310,0.5
311,0.376
312,0.422
313,0.438
314,0.476
315,0.506
316,0.442
317,0.506
318,0.18
319,0.392
320,0.38
321,0.372
322,0.574
323,0.478
324,0.356
325,0.532
326,0.606
327,0.494
328,0.378
329,0.556
330,0.41
331,0.53
332,0.376
333,0.462
334,0.45
335,0.478
336,0.552
337,0.258
338,0.294
339,0.602
340,0.286
341,0.29
342,0.464
343,0.712
344,0.362
345,0.326
346,0.384
347,0.206
348,0.264
349,0.454
350,0.32
351,0.536
352,0.396
353,0.33
354,0.414
355,0.49
356,0.392
357,0.248
358,0.386
359,0.42
360,0.406
361,0.272
362,0.458
363,0.326
364,0.294
365,0.398
366,0.49
367,0.524
368,0.174
369,0.474
370,0.472
371,0.312
372,0.456
373,0.356
374,0.294
375,0.594
376,0.492
377,0.38
378,0.454
379,0.442
380,0.286
381,0.346
382,0.306
383,0.626
384,0.486
385,0.516
386,0.518
387,0.348
388,0.394
389,0.358
390,0.222
391,0.45
392,0.342
393,0.396
394,0.292
395,0.328
396,0.388
397,0.232
398,0.302
399,0.444
400,0.472
401,0.314
402,0.474
403,0.352
404,0.284
405,0.296
406,0.352
407,0.656
408,0.472
409,0.45
410,0.174
411,0.49
412,0.328
413,0.388
414,0.318
415,0.316
416,0.532
417,0.366
418,0.342
419,0.404
420,0.458
421,0.292
422,0.428
423,0.416
424,0.68
425,0.244
426,0.594
427,0.17
428,0.268
429,0.51
430,0.202
431,0.224
432,0.498
433,0.348
434,0.35
435,0.602
436,0.56
437,0.35
438,0.522
439,0.398
440,0.458
441,0.46
442,0.508
443,0.5
444,0.362
445,0.49
446,0.616
447,0.464
448,0.272
449,0.432
450,0.306
451,0.384
452,0.46
453,0.38
454,0.492
455,0.59
456,0.37
457,0.274
458,0.546
459,0.41
460,0.444
461,0.362
462,0.292
463,0.45
464,0.29
465,0.364
466,0.304
467,0.296
468,0.424
469,0.372
470,0.584
471,0.26
472,0.246
473,0.298
474,0.454
475,0.294
476,0.376
477,0.49
478,0.554
479,0.328
480,0.334
481,0.514
482,0.342
483,0.19
484,0.256
485,0.356
486,0.28
487,0.308
488,0.36
489,0.248
490,0.268
491,0.326
492,0.47
493,0.406
494,0.39
495,0.246
496,0.334
497,0.394
498,0.53
499,0.342
500,0.406
501,0.27
502,0.416
503,0.428
504,0.542
505,0.254
506,0.268
507,0.374
508,0.342
509,0.278
510,0.282
511,0.418
512,0.27
513,0.438
514,0.304
515,0.318
516,0.41
517,0.47
518,0.51
519,0.492
520,0.356
521,0.272
522,0.382
523,0.498
524,0.402
525,0.308
526,0.408
527,0.278
528,0.368
529,0.45
530,0.418
531,0.294
532,0.348
533,0.356
534,0.392
535,0.408
536,0.432
537,0.524
538,0.482
539,0.364
540,0.414
541,0.5
542,0.284
543,0.268
544,0.256
545,0.358
546,0.24
547,0.534
548,0.3
549,0.346
550,0.398
551,0.25
552,0.464
553,0.312
554,0.35
555,0.198
556,0.486
557,0.426
558,0.534
559,0.266
560,0.366
561,0.418
562,0.226
563,0.376
564,0.258
565,0.328
566,0.36
567,0.4
568,0.422
569,0.494
570,0.454
571,0.2
572,0.42
573,0.49
574,0.364
575,0.376
576,0.342
577,0.332
578,0.494
579,0.426
580,0.27
581,0.276
582,0.412
583,0.612
584,0.246
585,0.46
586,0.356
587,0.336
588,0.432
589,0.58
590,0.496
591,0.376
592,0.326
593,0.278
594,0.414
595,0.456
596,0.318
597,0.446
598,0.304
599,0.518
600,0.322
601,0.24
602,0.502
603,0.354
604,0.448
605,0.46
606,0.338
607,0.648
608,0.31
609,0.378
610,0.274
611,0.546
612,0.396
613,0.428
614,0.348
615,0.276
616,0.508
617,0.308
618,0.276
619,0.39
620,0.45
621,0.304
622,0.228
623,0.496
624,0.232
625,0.296
626,0.29
627,0.328
628,0.364
629,0.342
630,0.488
631,0.668
632,0.402
633,0.206
634,0.402
635,0.51
636,0.394
637,0.262
638,0.392
639,0.4
640,0.334
641,0.398
642,0.226
643,0.396
644,0.418
645,0.274
646,0.48
647,0.556
648,0.424
649,0.274
650,0.342
651,0.384
652,0.39
653,0.446
654,0.304
655,0.34
656,0.5
657,0.556
658,0.524
659,0.352
660,0.376
661,0.302
662,0.392
663,0.372
664,0.446
665,0.448
666,0.41
667,0.24
668,0.356
669,0.292
670,0.322
671,0.406
672,0.364
673,0.434
674,0.2
675,0.31
676,0.316
677,0.554
678,0.578
679,0.438
680,0.544
681,0.306
682,0.558
683,0.464
684,0.406
685,0.456
686,0.48
687,0.386
688,0.314
689,0.414
690,0.334
691,0.378
692,0.55
693,0.336
694,0.264
695,0.344
696,0.29
697,0.454
698,0.444
699,0.474
700,0.246
701,0.386
702,0.45
703,0.454
704,0.4
705,0.326
706,0.396
707,0.262
708,0.464
709,0.22
710,0.398
711,0.286
712,0.352
713,0.25
714,0.516
715,0.358
716,0.452
717,0.422
718,0.374
719,0.296
720,0.352
721,0.382
722,0.528
723,0.42
724,0.544
725,0.266
726,0.508
727,0.44
728,0.354
729,0.436
730,0.364
731,0.252
732,0.328
733,0.322
734,0.358
735,0.468
736,0.39
737,0.434
738,0.296
739,0.25
740,0.314
741,0.258
742,0.37
743,0.6
744,0.308
745,0.256
746,0.472
747,0.58
748,0.318
749,0.202
750,0.226
751,0.352
752,0.346
753,0.448
754,0.492
755,0.374
756,0.348
757,0.434
758,0.284
759,0.428
760,0.436
761,0.254
762,0.246
763,0.574
764,0.422
765,0.45
766,0.654
767,0.44
768,0.288
769,0.506
770,0.192
771,0.36
772,0.28
773,0.358
774,0.318
775,0.22
776,0.408
777,0.362
778,0.366
779,0.208
780,0.502
781,0.264
782,0.386
783,0.394
784,0.25
785,0.352
786,0.362
787,0.39
788,0.244
789,0.472
790,0.292
791,0.664
792,0.508
793,0.442
794,0.266
795,0.528
796,0.356
797,0.412
798,0.596
799,0.632
800,0.332
801,0.472
802,0.466
803,0.352
804,0.616
805,0.26
806,0.566
807,0.466
808,0.322
809,0.458
810,0.376
811,0.43
812,0.32
813,0.408
814,0.334
815,0.28
816,0.406
817,0.372
818,0.346
819,0.484
820,0.412
821,0.284
822,0.452
823,0.412
824,0.412
825,0.476
826,0.28
827,0.316
828,0.26
829,0.404
830,0.326
831,0.602
832,0.41
833,0.398
834,0.468
835,0.392
836,0.308
837,0.412
838,0.36
839,0.52
840,0.416
841,0.206
842,0.294
843,0.264
844,0.206
845,0.486
846,0.62
847,0.272
848,0.22
849,0.392
850,0.468
851,0.324
852,0.272
853,0.352
854,0.238
855,0.382
856,0.35
857,0.298
858,0.552
859,0.33
860,0.316
861,0.428
862,0.242
863,0.334
864,0.38
865,0.414
866,0.386
867,0.498
868,0.272
869,0.346
870,0.358
871,0.252
872,0.274
873,0.41
874,0.392
875,0.556
876,0.35
877,0.48
878,0.334
879,0.42
880,0.52
881,0.306
882,0.53
883,0.296
884,0.356
885,0.34
886,0.312
887,0.354
888,0.484
889,0.296
890,0.324
891,0.434
892,0.41
893,0.392
894,0.382
895,0.494
896,0.358
897,0.436
898,0.31
899,0.314
900,0.392
901,0.4
902,0.36
903,0.54
904,0.354
905,0.438
906,0.354
907,0.302
908,0.332
909,0.348
910,0.43
911,0.434
912,0.354
913,0.26
914,0.382
915,0.256
916,0.208
917,0.41
918,0.258
919,0.528
920,0.448
921,0.29
922,0.298
923,0.338
924,0.332
925,0.356
926,0.648
927,0.372
928,0.304
929,0.398
930,0.394
931,0.544
932,0.364
933,0.352
934,0.472
935,0.404
936,0.386
937,0.614
938,0.298
939,0.228
940,0.252
941,0.496
942,0.404
943,0.326
944,0.176
945,0.266
946,0.372
947,0.356
948,0.256
949,0.502
950,0.468
951,0.474
952,0.352
953,0.352
954,0.588
955,0.39
956,0.278
957,0.48
958,0.396
959,0.326
960,0.16
961,0.488
962,0.484
963,0.406
964,0.366
965,0.448
966,0.32
967,0.458
968,0.23
969,0.254
970,0.262
971,0.272
972,0.494
973,0.302
974,0.394
975,0.298
976,0.304
977,0.358
978,0.362
979,0.368
980,0.44
981,0.362
982,0.35
983,0.468
984,0.346
985,0.378
986,0.372
987,0.442
988,0.268
989,0.348
990,0.338
991,0.322
992,0.414
993,0.448
994,0.476
995,0.274
996,0.404
997,0.466
998,0.298
999,0.322
1000,0.3
1001,0.262
1002,0.522
1003,0.268
1004,0.392
1005,0.382
1006,0.422
1007,0.402
1008,0.392
1009,0.368
1010,0.418
1011,0.398
1012,0.43
1013,0.236
1014,0.494
1015,0.332
1016,0.326
1017,0.372
1018,0.366
1019,0.364
1020,0.606
1021,0.614
1022,0.444
1023,0.302
1024,0.384
1025,0.252
1026,0.29
1027,0.476
1028,0.308
1029,0.346
1030,0.494
1031,0.488
1032,0.446
1033,0.366
1034,0.394
1035,0.306
1036,0.414
1037,0.308
1038,0.442
1039,0.502
1040,0.38
1041,0.5
1042,0.536
1043,0.386
1044,0.424
1045,0.294
1046,0.432
1047,0.33
1048,0.522
1049,0.372
1050,0.284
1051,0.286
1052,0.172
1053,0.264
1054,0.6
1055,0.368
1056,0.574
1057,0.316
1058,0.562
1059,0.33
1060,0.492
1061,0.326
1062,0.358
1063,0.45
1064,0.378
1065,0.306
1066,0.274
1067,0.486
1068,0.51
1069,0.346
1070,0.378
1071,0.434
1072,0.548
1073,0.614
1074,0.488
1075,0.284
1076,0.316
1077,0.284
1078,0.296
1079,0.386
1080,0.438
1081,0.354
1082,0.248
1083,0.48
1084,0.33
1085,0.458
1086,0.296
1087,0.43
1088,0.244
1089,0.434
1090,0.486
1091,0.444
1092,0.518
1093,0.336
1094,0.534
1095,0.384
1096,0.308
1097,0.546
1098,0.324
1099,0.536
1100,0.438
1101,0.382
1102,0.384
1103,0.496
1104,0.488
1105,0.502
1106,0.436
1107,0.454
1108,0.248
1109,0.296
1110,0.394
1111,0.444
1112,0.442
1113,0.42
1114,0.348
1115,0.324
1116,0.45
1117,0.406
1118,0.48
1119,0.446
1120,0.524
1121,0.472
1122,0.338
1123,0.496
1124,0.3
1125,0.188
1126,0.272
1127,0.336
1128,0.534
1129,0.214
1130,0.352
1131,0.338
1132,0.49
1133,0.25
1134,0.372
1135,0.434
1136,0.51
1137,0.27
1138,0.324
1139,0.334
1140,0.352
1141,0.3
1142,0.306
1143,0.51
1144,0.452
1145,0.264
1146,0.402
1147,0.354
1148,0.372
1149,0.218
1150,0.508
1151,0.402
1152,0.334
1153,0.358
1154,0.392
1155,0.594
1156,0.22
1157,0.326
1158,0.438
1159,0.522
1160,0.312
1161,0.378
1162,0.296
1163,0.372
1164,0.204
1165,0.446
1166,0.272
1167,0.256
1168,0.3
1169,0.28
1170,0.294
1171,0.29
1172,0.428
1173,0.378
1174,0.334
1175,0.368
1176,0.504
1177,0.654
1178,0.322
1179,0.596
1180,0.614
1181,0.284
1182,0.482
1183,0.514
1184,0.494
1185,0.226
1186,0.47
1187,0.402
1188,0.224
1189,0.284
1190,0.422
1191,0.554
1192,0.714
1193,0.524
1194,0.352
1195,0.52
1196,0.284
1197,0.534
1198,0.558
1199,0.512
1200,0.336
1201,0.5
1202,0.342
1203,0.292
1204,0.264
1205,0.526
1206,0.268
1207,0.354
1208,0.308
1209,0.676
1210,0.42
1211,0.464
1212,0.266
1213,0.294
1214,0.436
1215,0.364
1216,0.418
1217,0.376
1218,0.384
1219,0.318
1220,0.64
1221,0.318
1222,0.346
1223,0.434
1224,0.514
1225,0.428
1226,0.416
1227,0.5
1228,0.596
1229,0.484
1230,0.41
1231,0.4
1232,0.456
1233,0.344
1234,0.236
1235,0.388
1236,0.456
1237,0.53
1238,0.568
1239,0.522
1240,0.69
1241,0.468
1242,0.412
1243,0.262
1244,0.372
1245,0.502
1246,0.318
1247,0.276
1248,0.298
1249,0.508
1250,0.576
1251,0.51
1252,0.356
1253,0.212
1254,0.496
1255,0.37
1256,0.242
1257,0.362
1258,0.448
1259,0.364
1260,0.516
1261,0.246
1262,0.408
1263,0.286
1264,0.376
1265,0.302
1266,0.248
1267,0.412
1268,0.32
1269,0.224
1270,0.458
1271,0.234
1272,0.368
1273,0.212
1274,0.49
1275,0.178
1276,0.34
1277,0.368
1278,0.594
1279,0.396
1280,0.39
1281,0.306
1282,0.332
1283,0.454
1284,0.234
1285,0.348
1286,0.25
1287,0.298
1288,0.356
1289,0.374
1290,0.458
1291,0.294
1292,0.662
1293,0.446
1294,0.51
1295,0.298
1296,0.228
1297,0.316
1298,0.446
1299,0.31
1300,0.26
1301,0.448
1302,0.566
1303,0.41
1304,0.486
1305,0.246
1306,0.318
1307,0.298
1308,0.444
1309,0.274
1310,0.278
1311,0.308
1312,0.324
1313,0.264
1314,0.402
1315,0.274
1316,0.46
1317,0.508
1318,0.452
1319,0.526
1320,0.386
1321,0.284
1322,0.32
1323,0.352
1324,0.664
1325,0.502
1326,0.462
1327,0.3
1328,0.454
1329,0.368
1330,0.274
1331,0.292
1332,0.336
1333,0.458
1334,0.242
1335,0.468
1336,0.418
1337,0.304
1338,0.238
1339,0.56
1340,0.466
1341,0.488
1342,0.37
1343,0.332
1344,0.498
1345,0.62
1346,0.344
1347,0.286
1348,0.504
1349,0.402
1350,0.194
1351,0.316
1352,0.282
1353,0.386
1354,0.25
1355,0.46
1356,0.306
1357,0.392
1358,0.276
1359,0.484
1360,0.254
1361,0.344
1362,0.442
1363,0.302
1364,0.342
1365,0.428
1366,0.324
1367,0.272
1368,0.338
1369,0.334
1370,0.34
1371,0.358
1372,0.498
1373,0.608
1374,0.438
1375,0.668
1376,0.75
1377,0.35
1378,0.38
1379,0.372
1380,0.276
1381,0.59
1382,0.34
1383,0.236
1384,0.292
1385,0.352
1386,0.502
1387,0.344
1388,0.288
1389,0.41
1390,0.26
1391,0.242
1392,0.254
1393,0.598
1394,0.474
1395,0.182
1396,0.28
1397,0.41
1398,0.342
1399,0.38
1400,0.276
1401,0.542
1402,0.322
1403,0.36
1404,0.248
1405,0.29
1406,0.43
1407,0.26
1408,0.388
1409,0.268
1410,0.358
1411,0.352
1412,0.354
1413,0.306
1414,0.34
1415,0.228
1416,0.422
1417,0.398
1418,0.38
1419,0.488
1420,0.396
1421,0.502
1422,0.404
1423,0.34
1424,0.366
1425,0.536
1426,0.296
1427,0.436
1428,0.594
1429,0.288
1430,0.476
1431,0.328
1432,0.398
1433,0.45
1434,0.456
1435,0.452
1436,0.364
1437,0.44
1438,0.378
1439,0.26
1440,0.378
1441,0.236
1442,0.208
1443,0.33
1444,0.348
1445,0.622
1446,0.498
1447,0.51
1448,0.364
1449,0.292
1450,0.262
1451,0.354
1452,0.448
1453,0.338
1454,0.294
1455,0.378
1456,0.366
1457,0.524
1458,0.54
1459,0.43
1460,0.356
1461,0.528
1462,0.492
1463,0.468
1464,0.378
1465,0.626
1466,0.422
1467,0.334
1468,0.36
1469,0.526
1470,0.476
1471,0.312
1472,0.398
1473,0.382
1474,0.52
1475,0.248
1476,0.472
1477,0.356
1478,0.486
1479,0.476
1480,0.254
1481,0.342
1482,0.462
1483,0.224
1484,0.26
1485,0.31
1486,0.496
1487,0.536
1488,0.412
1489,0.482
1490,0.528
1491,0.284
1492,0.318
1493,0.24
1494,0.34
1495,0.428
1496,0.432
1497,0.282
1498,0.562
1499,0.502
1500,0.43
1501,0.352
1502,0.424
1503,0.348
1504,0.228
1505,0.472
1506,0.582
1507,0.456
1508,0.376
1509,0.284
1510,0.322
1511,0.436
1512,0.42
1513,0.384
1514,0.53
1515,0.254
1516,0.394
1517,0.584
1518,0.514
1519,0.242
1520,0.408
1521,0.204
1522,0.352
1523,0.352
1524,0.42
1525,0.344
1526,0.334
1527,0.244
1528,0.288
1529,0.41
1530,0.252
1531,0.33
1532,0.442
1533,0.524
1534,0.542
1535,0.352
1536,0.51
1537,0.332
1538,0.448
1539,0.474
1540,0.252
1541,0.374
1542,0.446
1543,0.322
1544,0.342
1545,0.4
1546,0.36
1547,0.286
1548,0.388
1549,0.598
1550,0.334
1551,0.408
1552,0.394
1553,0.336
1554,0.408
1555,0.468
1556,0.336
1557,0.332
1558,0.388
1559,0.416
1560,0.31
1561,0.502
1562,0.36
1563,0.536
1564,0.33
1565,0.174
1566,0.384
1567,0.29
1568,0.352
1569,0.39
1570,0.252
1571,0.4
1572,0.548
1573,0.404
1574,0.526
1575,0.388
1576,0.298
1577,0.398
1578,0.492
1579,0.318
1580,0.354
1581,0.406
1582,0.308
1583,0.348
1584,0.278
1585,0.368
1586,0.392
1587,0.476
1588,0.324
1589,0.406
1590,0.3
1591,0.492
1592,0.46
1593,0.432
1594,0.446
1595,0.492
1596,0.36
1597,0.296
1598,0.438
1599,0.224
1600,0.412
1601,0.3
1602,0.404
1603,0.37
1604,0.338
1605,0.266
1606,0.532
1607,0.398
1608,0.384
1609,0.452
1610,0.354
1611,0.438
1612,0.598
1613,0.388
1614,0.628
1615,0.446
1616,0.304
1617,0.272
1618,0.608
1619,0.506
1620,0.632
1621,0.264
1622,0.296
1623,0.294
1624,0.356
1625,0.486
1626,0.52
1627,0.382
1628,0.354
1629,0.214
1630,0.48
1631,0.45
1632,0.222
1633,0.288
1634,0.628
1635,0.348
1636,0.334
1637,0.43
1638,0.526
1639,0.446
1640,0.452
1641,0.35
1642,0.472
1643,0.488
1644,0.154
1645,0.478
1646,0.336
1647,0.314
1648,0.372
1649,0.328
1650,0.392
1651,0.36
1652,0.3
1653,0.372
1654,0.346
1655,0.438
1656,0.268
1657,0.388
1658,0.282
1659,0.364
1660,0.346
1661,0.21
1662,0.588
1663,0.552
1664,0.396
1665,0.422
1666,0.43
1667,0.444
1668,0.576
1669,0.432
1670,0.438
1671,0.388
1672,0.212
1673,0.544
1674,0.414
1675,0.248
1676,0.44
1677,0.302
1678,0.408
1679,0.258
1680,0.374
1681,0.438
1682,0.528
1683,0.56
1684,0.42
1685,0.362
1686,0.376
1687,0.536
1688,0.286
1689,0.336
1690,0.318
1691,0.37
1692,0.394
1693,0.414
1694,0.328
1695,0.344
1696,0.404
1697,0.446
1698,0.394
1699,0.498
1700,0.25
1701,0.604
1702,0.552
1703,0.56
1704,0.396
1705,0.248
1706,0.374
1707,0.452
1708,0.242
1709,0.326
1710,0.458
1711,0.276
1712,0.268
1713,0.384
1714,0.464
1715,0.644
1716,0.282
1717,0.312
1718,0.238
1719,0.456
1720,0.476
1721,0.352
1722,0.564
1723,0.272
1724,0.37
1725,0.41
1726,0.318
1727,0.362
1728,0.398
1729,0.282
1730,0.57
1731,0.488
1732,0.234
1733,0.436
1734,0.496
1735,0.24
1736,0.458
1737,0.238
1738,0.334
1739,0.364
1740,0.32
1741,0.29
1742,0.418
1743,0.314
1744,0.338
1745,0.432
1746,0.248
1747,0.348
1748,0.212
1749,0.36
1750,0.516
1751,0.264
1752,0.296
1753,0.47
1754,0.498
1755,0.336
1756,0.298
1757,0.544
1758,0.24
1759,0.258
1760,0.256
1761,0.382
1762,0.278
1763,0.592
1764,0.366
1765,0.292
1766,0.356
1767,0.27
1768,0.324
1769,0.282
1770,0.404
1771,0.314
1772,0.556
1773,0.318
1774,0.422
1775,0.398
1776,0.27
1777,0.596
1778,0.364
1779,0.456
1780,0.318
1781,0.154
1782,0.554
1783,0.448
1784,0.334
1785,0.576
1786,0.256
1787,0.436
1788,0.36
1789,0.32
1790,0.258
1791,0.496
1792,0.472
1793,0.43
1794,0.294
1795,0.524
1796,0.254
1797,0.468
1798,0.206
1799,0.392
1800,0.298
1801,0.328
1802,0.432
1803,0.56
1804,0.372
1805,0.476
1806,0.45
1807,0.304
1808,0.332
1809,0.29
1810,0.404
1811,0.486
1812,0.326
1813,0.24
1814,0.284
1815,0.468
1816,0.228
1817,0.486
1818,0.6
1819,0.354
1820,0.438
1821,0.236
1822,0.564
1823,0.442
1824,0.436
1825,0.5
1826,0.446
1827,0.264
1828,0.538
1829,0.226
1830,0.314
1831,0.484
1832,0.456
1833,0.426
1834,0.252
1835,0.412
1836,0.27
1837,0.306
1838,0.424
1839,0.41
1840,0.314
1841,0.372
1842,0.342
1843,0.3
1844,0.18
1845,0.502
1846,0.446
1847,0.256
1848,0.27
1849,0.458
1850,0.276
1851,0.36
1852,0.38
1853,0.396
1854,0.224
1855,0.522
1856,0.364
1857,0.434
1858,0.332
1859,0.57
1860,0.34
1861,0.25
1862,0.388
1863,0.266
1864,0.396
1865,0.55
1866,0.396
1867,0.364
1868,0.362
1869,0.422
1870,0.628
1871,0.296
1872,0.41
1873,0.294
1874,0.272
1875,0.27
1876,0.38
1877,0.348
1878,0.458
1879,0.61
1880,0.306
1881,0.386
1882,0.408
1883,0.328
1884,0.296
1885,0.334
1886,0.496
1887,0.382
1888,0.44
1889,0.416
1890,0.458
1891,0.476
1892,0.516
1893,0.354
1894,0.29
1895,0.614
1896,0.286
1897,0.284
1898,0.216
1899,0.344
1900,0.504
1901,0.45
1902,0.324
1903,0.438
1904,0.2
1905,0.56
1906,0.296
1907,0.484
1908,0.318
1909,0.352
1910,0.456
1911,0.45
1912,0.492
1913,0.326
1914,0.386
1915,0.702
1916,0.494
1917,0.326
1918,0.256
1919,0.414
1920,0.328
1921,0.346
1922,0.428
1923,0.348
1924,0.404
1925,0.256
1926,0.336
1927,0.372
1928,0.508
1929,0.24
1930,0.458
1931,0.312
1932,0.38
1933,0.304
1934,0.396
1935,0.39
1936,0.338
1937,0.468
1938,0.288
1939,0.268
1940,0.58
1941,0.314
1942,0.642
1943,0.418
1944,0.456
1945,0.35
1946,0.488
1947,0.454
1948,0.374
1949,0.436
1950,0.308
1951,0.448
1952,0.284
1953,0.49
1954,0.61
1955,0.442
1956,0.422
1957,0.35
1958,0.244
1959,0.388
1960,0.336
1961,0.292
1962,0.386
1963,0.426
1964,0.282
1965,0.322
1966,0.31
1967,0.45
1968,0.438
1969,0.37
1970,0.332
1971,0.288
1972,0.32
1973,0.3
1974,0.376
1975,0.294
1976,0.71
1977,0.372
1978,0.648
1979,0.438
1980,0.278
1981,0.518
1982,0.334
1983,0.282
1984,0.234
1985,0.466
1986,0.398
1987,0.504
1988,0.358
1989,0.33
1990,0.412
1991,0.534
1992,0.444
1993,0.462
1994,0.454
1995,0.214
1996,0.184
1997,0.346
1998,0.532
1999,0.346
2000,0.4
2001,0.454
2002,0.374
2003,0.388
2004,0.292
2005,0.372
2006,0.338
2007,0.34
2008,0.306
2009,0.316
2010,0.404
2011,0.434
2012,0.256
2013,0.458
2014,0.48
2015,0.278
2016,0.5
2017,0.634
2018,0.336
2019,0.4
2020,0.502
2021,0.31
2022,0.398
2023,0.276
2024,0.28
2025,0.288
2026,0.484
2027,0.624
2028,0.312
2029,0.434
2030,0.308
2031,0.586
2032,0.416
2033,0.276
2034,0.428
2035,0.434
2036,0.412
2037,0.256
2038,0.26
2039,0.29
2040,0.406
2041,0.472
2042,0.2
2043,0.332
2044,0.272
2045,0.42
2046,0.344
2047,0.464
2048,0.318
2049,0.33
2050,0.502
2051,0.468
2052,0.332
2053,0.386
2054,0.502
2055,0.372
2056,0.486
2057,0.444
2058,0.42
2059,0.318
2060,0.628
2061,0.452
2062,0.514
2063,0.516
2064,0.344
2065,0.252
2066,0.42
2067,0.562
2068,0.414
2069,0.452
2070,0.408
2071,0.608
2072,0.318
2073,0.404
2074,0.496
2075,0.244
2076,0.626
2077,0.364
2078,0.316
2079,0.302
2080,0.39
2081,0.428
2082,0.45
2083,0.304
2084,0.296
2085,0.578
2086,0.412
2087,0.402
2088,0.352
2089,0.414
2090,0.458
2091,0.222
2092,0.462
2093,0.414
2094,0.278
2095,0.396
2096,0.368
2097,0.352
2098,0.296
2099,0.344
2100,0.5
2101,0.34
2102,0.528
2103,0.274
2104,0.494
2105,0.702
2106,0.31
2107,0.436
2108,0.442
2109,0.3
2110,0.428
2111,0.422
2112,0.418
2113,0.374
2114,0.374
2115,0.306
2116,0.288
2117,0.504
2118,0.306
2119,0.35
2120,0.466
2121,0.506
2122,0.366
2123,0.288
2124,0.516
2125,0.446
2126,0.366
2127,0.352
2128,0.414
2129,0.566
2130,0.368
2131,0.446
2132,0.382
2133,0.33
2134,0.618
2135,0.31
2136,0.24
2137,0.414
2138,0.424
2139,0.298
2140,0.4
