"ID","Y"
1576,0.314
1577,0.374
1578,0.508
1579,0.312
1580,0.342
1581,0.406
1582,0.312
1583,0.296
1584,0.336
1585,0.392
1586,0.428
1587,0.5
1588,0.36
1589,0.382
1590,0.346
1591,0.432
1592,0.442
1593,0.38
1594,0.426
1595,0.444
1596,0.378
1597,0.296
1598,0.452
1599,0.258
1600,0.454
1601,0.338
1602,0.396
1603,0.36
1604,0.324
1605,0.234
1606,0.506
1607,0.37
1608,0.404
1609,0.39
1610,0.382
1611,0.432
1612,0.554
1613,0.402
1614,0.578
1615,0.462
1616,0.288
1617,0.36
1618,0.644
1619,0.492
1620,0.618
1621,0.278
1622,0.304
1623,0.282
1624,0.356
1625,0.492
1626,0.512
1627,0.416
1628,0.354
1629,0.23
1630,0.418
1631,0.426
1632,0.25
1633,0.31
1634,0.642
1635,0.408
1636,0.314
1637,0.41
1638,0.528
1639,0.51
1640,0.436
1641,0.37
1642,0.542
1643,0.51
1644,0.174
1645,0.532
1646,0.408
1647,0.344
1648,0.398
1649,0.332
1650,0.412
1651,0.356
1652,0.33
1653,0.39
1654,0.386
1655,0.394
1656,0.288
1657,0.408
1658,0.286
1659,0.398
1660,0.382
1661,0.248
1662,0.508
1663,0.538
1664,0.412
1665,0.382
1666,0.368
1667,0.526
1668,0.566
1669,0.438
1670,0.39
1671,0.378
1672,0.258
1673,0.56
1674,0.368
1675,0.28
1676,0.43
1677,0.334
1678,0.404
1679,0.286
1680,0.322
1681,0.428
1682,0.478
1683,0.604
1684,0.402
1685,0.386
1686,0.384
1687,0.55
1688,0.308
1689,0.314
1690,0.388
1691,0.354
1692,0.354
1693,0.36
1694,0.374
1695,0.38
1696,0.42
1697,0.404
1698,0.432
1699,0.488
1700,0.256
1701,0.598
1702,0.574
1703,0.558
1704,0.346
1705,0.218
1706,0.372
1707,0.466
1708,0.244
1709,0.36
1710,0.464
1711,0.308
1712,0.296
1713,0.376
1714,0.462
1715,0.56
1716,0.294
1717,0.296
1718,0.266
1719,0.444
1720,0.446
1721,0.356
1722,0.546
1723,0.27
1724,0.354
1725,0.376
1726,0.318
1727,0.324
1728,0.446
1729,0.268
1730,0.574
1731,0.456
1732,0.236
1733,0.412
1734,0.446
1735,0.27
1736,0.464
1737,0.26
1738,0.34
1739,0.388
1740,0.264
1741,0.274
1742,0.402
1743,0.286
1744,0.326
1745,0.416
1746,0.232
1747,0.312
1748,0.186
1749,0.402
1750,0.484
1751,0.246
1752,0.336
1753,0.438
1754,0.49
1755,0.366
1756,0.326
1757,0.528
1758,0.26
1759,0.24
1760,0.272
1761,0.434
1762,0.294
1763,0.596
1764,0.4
1765,0.272
1766,0.438
1767,0.298
1768,0.318
1769,0.322
1770,0.444
1771,0.302
1772,0.518
1773,0.296
1774,0.4
1775,0.362
1776,0.304
1777,0.528
1778,0.312
1779,0.444
1780,0.348
1781,0.18
1782,0.546
1783,0.412
1784,0.344
1785,0.596
1786,0.284
1787,0.492
1788,0.39
1789,0.338
1790,0.256
1791,0.462
1792,0.482
1793,0.406
1794,0.302
1795,0.524
1796,0.264
1797,0.488
1798,0.19
1799,0.376
1800,0.368
1801,0.282
1802,0.426
1803,0.576
1804,0.332
1805,0.48
1806,0.428
1807,0.316
1808,0.358
1809,0.34
1810,0.38
1811,0.496
1812,0.286
1813,0.288
1814,0.302
1815,0.412
1816,0.236
1817,0.484
1818,0.57
1819,0.35
1820,0.456
1821,0.272
1822,0.562
1823,0.46
1824,0.428
1825,0.568
1826,0.46
1827,0.304
1828,0.496
1829,0.236
1830,0.304
1831,0.49
1832,0.516
1833,0.404
1834,0.308
1835,0.382
1836,0.304
1837,0.304
1838,0.406
1839,0.46
1840,0.342
1841,0.392
1842,0.416
1843,0.318
1844,0.204
1845,0.516
1846,0.474
1847,0.28
1848,0.324
1849,0.488
1850,0.3
1851,0.372
1852,0.436
1853,0.398
1854,0.28
1855,0.518
1856,0.384
1857,0.448
1858,0.292
1859,0.56
1860,0.342
1861,0.296
1862,0.388
1863,0.272
1864,0.37
1865,0.572
1866,0.388
1867,0.38
1868,0.388
1869,0.388
1870,0.612
1871,0.366
1872,0.426
1873,0.318
1874,0.262
1875,0.25
1876,0.368
1877,0.384
1878,0.462
1879,0.558
1880,0.308
1881,0.41
1882,0.406
1883,0.288
1884,0.27
1885,0.346
1886,0.484
1887,0.376
1888,0.466
1889,0.398
1890,0.454
1891,0.462
1892,0.518
1893,0.408
1894,0.29
1895,0.59
1896,0.262
1897,0.246
1898,0.224
1899,0.322
1900,0.544
1901,0.436
1902,0.374
1903,0.424
1904,0.202
1905,0.548
1906,0.272
1907,0.408
1908,0.338
1909,0.336
1910,0.432
1911,0.456
1912,0.534
1913,0.346
1914,0.406
1915,0.626
1916,0.498
1917,0.384
1918,0.308
1919,0.41
1920,0.338
1921,0.384
1922,0.416
1923,0.42
1924,0.394
1925,0.308
1926,0.326
1927,0.378
1928,0.48
1929,0.286
1930,0.454
1931,0.318
1932,0.396
1933,0.306
1934,0.398
1935,0.358
1936,0.328
1937,0.442
1938,0.298
1939,0.31
1940,0.568
1941,0.328
1942,0.554
1943,0.44
1944,0.466
1945,0.384
1946,0.482
1947,0.442
1948,0.426
1949,0.434
1950,0.292
1951,0.436
1952,0.276
1953,0.38
1954,0.582
1955,0.496
1956,0.42
1957,0.372
1958,0.228
1959,0.384
1960,0.372
1961,0.318
1962,0.4
1963,0.404
1964,0.284
1965,0.306
1966,0.332
1967,0.412
1968,0.438
1969,0.37
1970,0.346
1971,0.304
1972,0.302
1973,0.294
1974,0.428
1975,0.286
1976,0.712
1977,0.364
1978,0.62
1979,0.482
1980,0.294
1981,0.526
1982,0.336
1983,0.32
1984,0.296
1985,0.48
1986,0.398
1987,0.43
1988,0.39
1989,0.322
1990,0.368
1991,0.584
1992,0.462
1993,0.468
1994,0.486
1995,0.24
1996,0.204
1997,0.352
1998,0.482
1999,0.374
2000,0.46
2001,0.396
2002,0.368
2003,0.38
2004,0.296
2005,0.338
2006,0.366
2007,0.362
2008,0.31
2009,0.318
2010,0.422
2011,0.432
2012,0.248
2013,0.364
2014,0.478
2015,0.294
2016,0.502
2017,0.648
2018,0.364
2019,0.39
2020,0.438
2021,0.34
2022,0.424
2023,0.264
2024,0.258
2025,0.28
2026,0.524
2027,0.562
2028,0.346
2029,0.4
2030,0.324
2031,0.574
2032,0.424
2033,0.272
2034,0.418
2035,0.416
2036,0.406
2037,0.252
2038,0.27
2039,0.3
2040,0.418
2041,0.466
2042,0.212
2043,0.35
2044,0.248
2045,0.38
2046,0.362
2047,0.444
2048,0.36
2049,0.29
2050,0.484
2051,0.44
2052,0.436
2053,0.404
2054,0.438
2055,0.41
2056,0.468
2057,0.458
2058,0.36
2059,0.36
2060,0.582
2061,0.394
2062,0.536
2063,0.442
2064,0.366
2065,0.252
2066,0.398
2067,0.516
2068,0.396
2069,0.444
2070,0.336
2071,0.616
2072,0.346
2073,0.352
2074,0.508
2075,0.336
2076,0.586
2077,0.394
2078,0.318
2079,0.326
2080,0.366
2081,0.408
2082,0.418
2083,0.344
2084,0.274
2085,0.532
2086,0.378
2087,0.458
2088,0.36
2089,0.376
2090,0.412
2091,0.264
2092,0.47
2093,0.408
2094,0.332
2095,0.32
2096,0.344
2097,0.402
2098,0.284
2099,0.358
2100,0.542
2101,0.322
2102,0.548
2103,0.302
2104,0.432
2105,0.692
2106,0.328
2107,0.408
2108,0.442
2109,0.302
2110,0.42
2111,0.5
2112,0.422
2113,0.29
2114,0.384
2115,0.334
2116,0.31
2117,0.464
2118,0.284
2119,0.33
2120,0.514
2121,0.48
2122,0.382
2123,0.318
2124,0.5
2125,0.444
2126,0.38
2127,0.35
2128,0.434
2129,0.56
2130,0.39
2131,0.45
2132,0.414
2133,0.312
2134,0.622
2135,0.318
2136,0.26
2137,0.462
2138,0.438
2139,0.33
2140,0.436
